latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,Polygon,"6.588116,45.2507869,6.587774,45.250519,6.5880987,45.2505568,6.588723,45.2504822,6.5895977,45.2503769,6.5910928,45.2499489,6.5924695,45.2497006,6.593787,45.2492487,6.5945672,45.249085,6.5949668,45.2490881,6.5954174,45.2492145,6.5959151,45.2495189,6.5960667,45.24978,6.5960896,45.2501513,6.5962094,45.2506338,6.5966735,45.2511139,6.5974199,45.2521929,6.5978201,45.2523163,6.5990362,45.2522934,6.59976,45.2522835,6.5999848,45.2523298,6.6001585,45.252478,6.6004014,45.2528353,6.6006634,45.2532737,6.6008873,45.253887,6.6009331,45.2543034,6.6007971,45.2546588,6.6003727,45.2552603,6.600083,45.2556564,6.5999266,45.2555913,6.6002216,45.2551799,6.6003261,45.2546797,6.6002658,45.2544794,6.6001967,45.2541591,6.6000777,45.2538574,6.5998422,45.2534911,6.5995735,45.2527702,6.5993855,45.2526907,6.5991812,45.2526028,6.598503,45.2526748,6.5977997,45.2527112,6.5973496,45.252578,6.5969346,45.2522519,6.5959618,45.2510803,6.5956792,45.2506755,6.5955584,45.2504689,6.5955547,45.2502385,6.5954692,45.2497496,6.5953079,45.2496141,6.5949229,45.2495115,6.5942882,45.2494566,6.5939968,45.2495042,6.5925775,45.2500591,6.5912341,45.2503675,6.5903202,45.2504583,6.5894491,45.2506718,6.5887772,45.2507032,6.588116,45.2507869",way/45021203,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5728504,45.2455461,6.5738472,45.2451372,6.5747165,45.2447837,6.5754137,45.2446225,6.5761865,45.2445289,6.5769388,45.2445621,6.5771525,45.2444468,6.5776798,45.2441568,6.5781158,45.2438092,6.578431,45.2436577,6.5791395,45.243632,6.5800082,45.2438155,6.5809866,45.2439662,6.5819429,45.2441903,6.5824522,45.2443413,6.5826321,45.2444731,6.5827525,45.2446375,6.5828492,45.2448446,6.5829275,45.245098,6.5828912,45.2454553,6.5827838,45.2458008,6.5829273,45.2461341,6.5832178,45.2462895,6.5841217,45.246511,6.5847522,45.2469778,6.5850748,45.2474063,6.5851112,45.2478715,6.5847574,45.2483843,6.5844609,45.2486773,6.5839667,45.2487982,6.5838054,45.249029,6.5841592,45.2495747,6.5846253,45.250275,6.5843814,45.2503104,6.5840349,45.2504716,6.5837833,45.2499891,6.5837528,45.2499306,6.583631,45.2496966,6.583571,45.2495815,6.5834122,45.249305,6.5832598,45.2487809,6.5836567,45.2482694,6.5840056,45.2481757,6.584275,45.2480549,6.5845788,45.2477111,6.5843991,45.2473521,6.5840582,45.247095,6.5834828,45.2468739,6.5829105,45.2467086,6.5825116,45.2464617,6.5822742,45.2460951,6.5822386,45.2459181,6.5822329,45.2457305,6.5822402,45.2454263,6.5821824,45.2450449,6.5820582,45.2447212,6.5818469,45.2445365,6.5792539,45.24418,6.5786088,45.2442973,6.5780976,45.2447395,6.5775026,45.2449778,6.5769811,45.2450792,6.5767115,45.2450192,6.5760312,45.244981,6.5749462,45.2452277,6.5735675,45.2458357,6.5728504,45.2455461",way/45021204,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5783743,45.2710523,6.5782695,45.270622,6.578234,45.2697796,6.5784339,45.2691887,6.5785402,45.2689414,6.5786841,45.2687753,6.5788305,45.2686179,6.5789754,45.2684206,6.5793108,45.2678664,6.5796207,45.267541,6.5802792,45.2672312,6.5809378,45.2670954,6.5817201,45.2669988,6.5818827,45.2668788,6.5822532,45.2670229,6.5820067,45.2672002,6.5802095,45.267572,6.5797911,45.2677734,6.5794968,45.2679904,6.5792644,45.2686179,6.5789545,45.2689665,6.5786374,45.2695082,6.5786817,45.2702195,6.5786709,45.2706672,6.5783743,45.2710523",way/45022742,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.591343,45.2717954,6.5912365,45.2718098,6.5910188,45.2718503,6.5908462,45.271865,6.590586,45.2717815,6.5904854,45.2717651,6.5893904,45.2722305,6.5874647,45.2726009,6.5859686,45.2730835,6.5850057,45.2734979,6.5843816,45.2743156,6.5841532,45.2745005,6.5837897,45.27475,6.583428,45.2749017,6.5828251,45.2750635,6.5824869,45.2751331,6.582048,45.2752234,6.5814886,45.2755565,6.5808545,45.2760527,6.5801744,45.2757725,6.5804626,45.2756929,6.5815142,45.2750923,6.5816656,45.274949,6.582585,45.2748113,6.5832382,45.2744833,6.5838351,45.2741949,6.58407,45.2737799,6.5843457,45.2733824,6.5847274,45.2730906,6.585175,45.2729142,6.5860474,45.2726546,6.5873814,45.2722095,6.5879552,45.272197,6.5888412,45.2721078,6.5892459,45.2720214,6.5896192,45.2718721,6.5902611,45.2715928,6.590594,45.271569,6.5907596,45.2715717,6.5910551,45.2715765,6.5913813,45.2716314,6.5918065,45.2717402,6.5918709,45.2720493,6.5917306,45.2721009,6.5916582,45.2722921,6.5919208,45.272415,6.5917087,45.2724815,6.5915549,45.2724384,6.5915565,45.2723266,6.5915589,45.2721591,6.5914116,45.2718569,6.591343,45.2717954",way/45022743,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5824151,45.2736504,6.5821121,45.273291,6.582286,45.2731358,6.5827236,45.2728223,6.5839596,45.272037,6.584881,45.2713863,6.5851971,45.2711521,6.5853236,45.270891,6.5853204,45.270571,6.5851687,45.2700295,6.5851649,45.2697568,6.58526,45.2694447,6.5853776,45.2691626,6.5854717,45.2686713,6.5852787,45.2682285,6.5860188,45.2683204,6.5857868,45.268708,6.585509,45.2697451,6.5855349,45.2699634,6.5855979,45.2704585,6.5856437,45.2707592,6.5855952,45.2709718,6.5854174,45.2711681,6.5851349,45.2716336,6.5849866,45.2718314,6.5846849,45.2720706,6.5843237,45.2723089,6.5838738,45.2725423,6.5826213,45.2733276,6.5824151,45.2736504",way/45022744,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5802418,45.2661169,6.5803257,45.266117,6.5803861,45.2661434,6.5804699,45.2661665,6.580602,45.2662024,6.5805725,45.2662604,6.5805158,45.2663136,6.5805517,45.2662557,6.5803586,45.2661741,6.5801413,45.2664393,6.5800308,45.2664922,6.5798999,45.266495,6.5796478,45.2665007,6.5793365,45.2664695,6.5790556,45.2664603,6.5787533,45.2664988,6.5786299,45.2665243,6.5784649,45.2665911,6.5783778,45.2666065,6.5781069,45.2665507,6.5778346,45.2665252,6.5775674,45.2664872,6.5769444,45.2663877,6.5764788,45.2663529,6.5769884,45.2665218,6.5771412,45.2665995,6.5772475,45.2666388,6.5775261,45.2667275,6.578186,45.2670799,6.5783057,45.2673971,6.5779465,45.2675706,6.5771197,45.2673545,6.576539,45.2674145,6.5762603,45.2674868,6.5757457,45.2674628,6.5749978,45.2674776,6.5753663,45.2676048,6.5757906,45.2677477,6.5763962,45.2680334,6.5766517,45.268199,6.5777281,45.268436,6.5786841,45.2687753,6.5785402,45.2689414,6.5784339,45.2691887,6.5778593,45.2689781,6.5773213,45.2687396,6.5766137,45.268482,6.5761714,45.2682734,6.575784,45.2681455,6.5755888,45.268081,6.5753899,45.2680022,6.5744806,45.2676421,6.5744405,45.2674344,6.5746908,45.2672096,6.5758182,45.2670898,6.5766627,45.2670588,6.5769849,45.2670404,6.577765,45.2671496,6.5772164,45.2669396,6.5768119,45.2666679,6.5764708,45.2665463,6.5762396,45.2664595,6.5760497,45.2664022,6.5758374,45.26624,6.5757242,45.2660669,6.5753521,45.2659,6.5753309,45.2658627,6.5757295,45.2657211,6.5760625,45.2660078,6.5762934,45.2661928,6.5765163,45.2662694,6.5768141,45.2662987,6.5775545,45.2663936,6.5779969,45.2664431,6.5783451,45.2664632,6.5785642,45.2664384,6.5788711,45.2663691,6.5790907,45.2663581,6.5792979,45.2663508,6.5796284,45.2664011,6.5797846,45.2664044,6.5799053,45.2663907,6.5800247,45.2663581,6.5801078,45.2662826,6.5802418,45.2661169",way/45022746,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5805158,45.2663136,6.5805725,45.2662604,6.580602,45.2662024,6.5807963,45.2661835,6.5810459,45.266238,6.5813384,45.2663369,6.5815728,45.266529,6.5817826,45.2666849,6.5822668,45.2669429,6.5825454,45.2670505,6.582697,45.2671458,6.5828538,45.2673406,6.5829612,45.267577,6.5830533,45.2678841,6.5831811,45.2680449,6.5833669,45.2681889,6.5835817,45.2682332,6.5838562,45.268256,6.5842585,45.268232,6.5849217,45.2681445,6.5854819,45.2680832,6.5857468,45.2681223,6.5859111,45.2681429,6.5861209,45.2681944,6.5863017,45.2682572,6.5864607,45.268313,6.5867134,45.2683724,6.5870746,45.2683423,6.5875687,45.2683281,6.5878443,45.2683039,6.5883496,45.2682657,6.5890549,45.2681278,6.589366,45.2680933,6.5896111,45.2681128,6.5899434,45.268153,6.5903362,45.2684378,6.5903201,45.2684652,6.5902028,45.2684493,6.5900501,45.2685267,6.5899029,45.2691281,6.5897384,45.2696347,6.589481,45.2701554,6.5892978,45.2705544,6.5891715,45.270927,6.5890102,45.2712968,6.5887813,45.2715165,6.5879552,45.272197,6.5873814,45.2722095,6.5883354,45.2714862,6.5888216,45.270848,6.5891992,45.2701634,6.5898027,45.2687464,6.5898931,45.2684847,6.5898249,45.2683363,6.5896415,45.2682932,6.5890608,45.2683341,6.5882386,45.268416,6.5876248,45.2684402,6.5869847,45.2684388,6.5864623,45.2684562,6.5861192,45.2683423,6.5860188,45.2683204,6.5852787,45.2682285,6.5852793,45.2682403,6.5843344,45.2683663,6.5837619,45.2685261,6.5833176,45.2685828,6.5830258,45.2684451,6.5829952,45.2679853,6.5828823,45.2677424,6.5828119,45.2674664,6.582667,45.2672519,6.5823538,45.2670495,6.5822532,45.2670229,6.5818827,45.2668788,6.581486,45.2666286,6.5811114,45.2664206,6.5810488,45.266397,6.5809541,45.2663908,6.5807129,45.2664168,6.5804295,45.2664239,6.5805158,45.2663136",way/45022748,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5793124,45.2757123,6.5801744,45.2757725,6.5808545,45.2760527,6.5808789,45.2762339,6.5800468,45.2765387,6.5795953,45.2763214,6.5795314,45.2763125,6.5794373,45.2761214,6.5793124,45.2757123",way/45022749,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6061009,45.2724929,6.6064359,45.2727284,6.6061673,45.2728223,6.6061758,45.2727214,6.6060691,45.2726783,6.6058921,45.272699,6.6053259,45.2727425,6.6048263,45.2728543,6.6040176,45.2732417,6.6035616,45.2734958,6.6026804,45.2738635,6.6029251,45.2738585,6.6028586,45.273947,6.6024002,45.2740139,6.6019062,45.2741925,6.6010131,45.2745136,6.5995216,45.2750618,6.5981488,45.2754262,6.5974932,45.2756385,6.5972652,45.2757906,6.5969541,45.2758908,6.5966382,45.276083,6.5964078,45.2762234,6.5959755,45.2767014,6.5954815,45.2771343,6.594541,45.2777577,6.594104,45.2780418,6.5930138,45.2786134,6.5923417,45.2790312,6.592059,45.2793688,6.5917408,45.2798183,6.5915199,45.2800239,6.5912871,45.2801994,6.5909926,45.2803916,6.5907622,45.2805253,6.5902183,45.2807709,6.5893134,45.281182,6.5884085,45.281528,6.5879477,45.2817786,6.5872851,45.2821664,6.5866937,45.2825323,6.5862282,45.2828181,6.585442,45.2833178,6.5846559,45.2837673,6.5841333,45.2841483,6.5834017,45.284799,6.5832441,45.2847606,6.5833848,45.2840751,6.5834328,45.2839244,6.5840739,45.2836349,6.5846975,45.283352,6.5855631,45.2829,6.5864476,45.2824347,6.5871604,45.2819542,6.5876155,45.281687,6.5881475,45.2813929,6.5889396,45.2810033,6.5895077,45.2807568,6.5900204,45.2805345,6.5903596,45.2803838,6.5907033,45.2802281,6.5910141,45.2800159,6.5911294,45.2798603,6.591493,45.2794776,6.5916034,45.2791388,6.591745,45.2788287,6.5919483,45.2785902,6.5927464,45.2782815,6.5940492,45.2775053,6.5949072,45.2770504,6.5958877,45.2762752,6.5967379,45.2756719,6.5972106,45.2753777,6.5976854,45.2752936,6.5978519,45.2752641,6.5987839,45.2749861,6.5995512,45.2747206,6.6006923,45.2743232,6.601668,45.2739232,6.6023332,45.2736504,6.6039482,45.2730036,6.6049581,45.2726199,6.6054235,45.2725405,6.6059064,45.2725182,6.6061009,45.2724929",way/45023413,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.590586,45.2717815,6.5908462,45.271865,6.5910188,45.2718503,6.5906776,45.2724162,6.5901456,45.2733272,6.5899965,45.2737229,6.590135,45.2744978,6.5901368,45.2754579,6.5904427,45.2757667,6.5906821,45.2763313,6.5907884,45.2769584,6.5906333,45.2779348,6.5905136,45.2785274,6.5899462,45.2790265,6.5889354,45.2798469,6.5882394,45.2805644,6.5877695,45.2809044,6.586444,45.2815314,6.5852604,45.2820647,6.5841609,45.2826262,6.583781,45.2829827,6.58383,45.28241,6.5840399,45.2822628,6.5848021,45.2818252,6.586892,45.2807028,6.5876011,45.2801911,6.5885033,45.2792796,6.5888045,45.2790557,6.589115,45.2789002,6.5899861,45.2785087,6.590252,45.2780065,6.5903096,45.2769075,6.5900119,45.2761335,6.58974,45.2756467,6.5897497,45.2751187,6.5897481,45.2740388,6.5897481,45.2735943,6.5900628,45.2728633,6.5903444,45.2720682,6.590586,45.2717815",way/45023414,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5728593,45.2825277,6.5728318,45.2824285,6.573229,45.2820791,6.5733907,45.2817777,6.573402,45.2815621,6.57328,45.2813445,6.5729339,45.2811049,6.5725424,45.2808753,6.5720657,45.2807156,6.5714926,45.2805938,6.5710273,45.2805918,6.5695917,45.2807635,6.5688654,45.2809432,6.5684181,45.2811359,6.5682111,45.2812044,6.5681663,45.2809651,6.5683815,45.2809603,6.568483,45.2808774,6.5686037,45.2808704,6.5689869,45.2806633,6.5700597,45.2804387,6.5709869,45.2802666,6.5715041,45.2801707,6.5726099,45.2804214,6.5733396,45.2811162,6.573615,45.2815521,6.5736024,45.2817294,6.5734428,45.2820139,6.573448,45.2821784,6.5729687,45.282504,6.5728593,45.2825277",way/45023415,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5831314,45.2794921,6.5828919,45.2790841,6.5824192,45.2789886,6.5824146,45.2786308,6.5826663,45.2786335,6.5824059,45.2774605,6.5823394,45.2769364,6.5825024,45.2761156,6.5826754,45.2755989,6.5824869,45.2751331,6.5828251,45.2750635,6.5831545,45.2753363,6.5832186,45.275823,6.5829803,45.276319,6.5828269,45.277143,6.5829974,45.2775353,6.5832582,45.2783788,6.5838223,45.2794363,6.5842229,45.2800964,6.5843806,45.2803623,6.5843384,45.280637,6.5842739,45.2812289,6.5840615,45.2817812,6.58383,45.28241,6.583781,45.2829827,6.5834328,45.2839244,6.5833848,45.2840751,6.5829807,45.2841595,6.5826655,45.2840338,6.5827247,45.2835714,6.5828398,45.2831441,6.5829655,45.2826648,6.5833158,45.2819747,6.5835569,45.2812041,6.5835313,45.2804142,6.5833863,45.2799735,6.5831314,45.2794921",way/45023416,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5800468,45.2765387,6.5808789,45.2762339,6.5817097,45.2770766,6.5820765,45.2785931,6.5824146,45.2786308,6.5824192,45.2789886,6.5820239,45.2789675,6.5813208,45.2797265,6.5811913,45.2802322,6.5811595,45.2809842,6.5814525,45.2818758,6.581801,45.2827029,6.5822623,45.2837369,6.5826655,45.2840338,6.5829807,45.2841595,6.5833848,45.2840751,6.5832441,45.2847606,6.583074,45.284674,6.5828672,45.2845285,6.5827384,45.2844944,6.582238,45.2844062,6.581413,45.2843414,6.5815532,45.2831931,6.5808173,45.2816091,6.5805802,45.2810767,6.5805361,45.2804745,6.5807719,45.2796603,6.5813236,45.278775,6.5813692,45.2783116,6.5810121,45.2775271,6.5800468,45.2765387",way/45023417,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5793124,45.2757123,6.5794373,45.2761214,6.5795314,45.2763125,6.5781936,45.2763635,6.5757693,45.2774054,6.573648,45.2786239,6.572773,45.2796668,6.5726088,45.2801894,6.5726099,45.2804214,6.5715041,45.2801707,6.5709869,45.2802666,6.5724329,45.2789895,6.5728714,45.278591,6.5730969,45.278386,6.5738952,45.2779081,6.5746362,45.2774519,6.5753608,45.277078,6.5775764,45.2761681,6.5780894,45.2760919,6.5790543,45.2758498,6.5793124,45.2757123",way/45023418,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5591208,45.2639979,6.559024,45.263941,6.5587755,45.2633097,6.5583729,45.2625162,6.5583028,45.2623427,6.5581606,45.2622389,6.5579876,45.2621936,6.5577704,45.2622257,6.5573171,45.2623871,6.5570901,45.2624849,6.556488,45.2623378,6.5567766,45.2623144,6.5571374,45.262287,6.5573519,45.2622058,6.557537,45.2619746,6.5579008,45.2619005,6.5581572,45.2618325,6.5585449,45.2624002,6.5588744,45.263137,6.5590364,45.2637076,6.5591208,45.2639979",way/45037206,intermediate,downhill,,,yes,,Col de l'Audzin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5603619,45.2635168,6.560103,45.2635842,6.5597909,45.263729,6.5596562,45.2638663,6.5595817,45.2641209,6.5594327,45.2642931,6.5593512,45.2643306,6.5592164,45.2643127,6.5589626,45.2643752,6.5587028,45.2643116,6.5587697,45.2641043,6.5578635,45.2633556,6.5571622,45.2627841,6.5568309,45.2626286,6.5561003,45.2626036,6.5554087,45.2626236,6.5550151,45.2627534,6.5547597,45.2629631,6.5547624,45.2632057,6.5546575,45.2638837,6.5545434,45.2643509,6.5548204,45.2651399,6.5550009,45.2655016,6.5552669,45.2659659,6.5554278,45.2665704,6.555477,45.2669897,6.5555301,45.2676235,6.5556652,45.2678085,6.556261,45.2680656,6.5564346,45.2682982,6.5564731,45.268478,6.5564152,45.26868,6.5562919,45.2690196,6.556218,45.2692875,6.5559452,45.2693935,6.5555798,45.2693577,6.5548244,45.26959,6.5541525,45.2699702,6.5541155,45.2708319,6.5540212,45.2711042,6.5538484,45.2713921,6.5533131,45.2720079,6.5529265,45.2724563,6.5527326,45.2728366,6.5528572,45.2731144,6.553349,45.2733045,6.5542301,45.2733386,6.5548123,45.2733243,6.555299,45.2735898,6.5554796,45.2736976,6.5555105,45.2739609,6.5555697,45.2740788,6.5556774,45.2741195,6.5557929,45.2740743,6.556199,45.2738654,6.5565735,45.2738296,6.5567521,45.2738752,6.5569182,45.2739298,6.5570534,45.274034,6.5570846,45.2743574,6.5570055,45.274877,6.5572311,45.2749436,6.5581551,45.2751355,6.5584468,45.2753219,6.5585968,45.2754316,6.5586762,45.2758029,6.5588853,45.2759546,6.559054,45.2760183,6.5594181,45.2758528,6.5596597,45.2758044,6.5598899,45.2758589,6.5601949,45.2761486,6.560624,45.2766128,6.5609006,45.276775,6.5612553,45.2767975,6.561922,45.2766453,6.5623972,45.2766128,6.5626958,45.2767198,6.5629044,45.2768474,6.5630252,45.2769543,6.5630933,45.2770875,6.5630795,45.277287,6.5630037,45.2774289,6.5629322,45.2776688,6.5628735,45.2778084,6.5627377,45.277953,6.5620768,45.2791957,6.5619929,45.2794437,6.5614422,45.2793697,6.561569,45.2789063,6.5617387,45.2784646,6.5625283,45.2776445,6.5626721,45.2774632,6.562704,45.2772985,6.5625223,45.2770555,6.5623242,45.2769259,6.5619663,45.2768763,6.5610339,45.2770205,6.5608163,45.277017,6.5604773,45.2769154,6.5599909,45.2764683,6.5597452,45.2760547,6.5594986,45.2760762,6.5593278,45.2761527,6.5589528,45.2762864,6.5587552,45.2762717,6.5586045,45.2761504,6.558507,45.275811,6.5583148,45.2754938,6.5582408,45.2754063,6.5581535,45.2753651,6.5578315,45.2753425,6.5574672,45.275301,6.5569111,45.2751857,6.5567456,45.2750544,6.5566469,45.2749585,6.5566022,45.274801,6.5566428,45.2746702,6.5567925,45.2743008,6.5566905,45.274233,6.5565289,45.2741807,6.5563638,45.2741234,6.5559144,45.2742012,6.5555023,45.2743329,6.5553444,45.2743096,6.5552333,45.2741708,6.5551925,45.274003,6.5551334,45.2738473,6.5550117,45.2737794,6.5547266,45.2736349,6.5542495,45.2736557,6.5533021,45.2735793,6.552639,45.2735259,6.5523433,45.2732168,6.5522556,45.2727944,6.5523292,45.2723919,6.5524484,45.2720211,6.5527019,45.2716848,6.5534764,45.271251,6.553617,45.2711088,6.553778,45.2706204,6.5537312,45.2699074,6.5540504,45.2694556,6.5556242,45.2688373,6.5558801,45.2686205,6.5559151,45.2683411,6.5559017,45.2682027,6.5554266,45.2679177,6.5552187,45.2676356,6.5551118,45.2673149,6.555016,45.266881,6.5548904,45.2658077,6.5545602,45.2651873,6.5543904,45.2648444,6.5543266,45.2643752,6.5543032,45.2642029,6.5541718,45.2633099,6.5542469,45.2629193,6.5544482,45.2626741,6.5550238,45.2623497,6.5556352,45.2623636,6.556488,45.2623378,6.5570901,45.2624849,6.5575751,45.2627191,6.5582449,45.2632601,6.558911,45.2638372,6.559024,45.263941,6.5591208,45.2639979,6.5591075,45.2640975,6.5591168,45.2641843,6.5591665,45.2642296,6.5592268,45.2642353,6.5593193,45.2642174,6.5593676,45.2641777,6.5593869,45.2641283,6.5594682,45.2638558,6.5595854,45.2636395,6.5597614,45.2635446,6.5601958,45.2633554,6.560526,45.2633587,6.5605877,45.2634126,6.5606018,45.2634982,6.5605681,45.2635261,6.5603619,45.2635168",way/45037207,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.552639,45.2735259,6.5533021,45.2735793,6.5538806,45.274145,6.5550025,45.2752455,6.5563322,45.2762981,6.5566202,45.2766335,6.5566668,45.2770047,6.5569646,45.2774895,6.5570674,45.2780899,6.5575674,45.2786027,6.5580509,45.2786878,6.5587167,45.2787476,6.559623,45.2790045,6.5611428,45.2793722,6.5599775,45.2797208,6.5598419,45.2796818,6.5592757,45.2794847,6.5585218,45.2791586,6.5581617,45.2791084,6.5576653,45.2792234,6.5575323,45.279166,6.5570581,45.2789612,6.5566945,45.2784221,6.5561979,45.2778005,6.5562259,45.2770109,6.556029,45.2766522,6.5546699,45.2759199,6.5545338,45.2756045,6.55394,45.2748269,6.5535556,45.2745144,6.552639,45.2735259",way/45037209,advanced,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5612484,45.2803656,6.561781,45.280316,6.5623043,45.2803245,6.5630183,45.280228,6.5629963,45.2805308,6.562586,45.2805927,6.5623572,45.2808457,6.5625769,45.2817312,6.5627742,45.2832904,6.562882,45.284009,6.5630098,45.2848603,6.5632725,45.2865106,6.563389,45.2873779,6.5637068,45.288834,6.5638374,45.2897794,6.5639359,45.2907893,6.5639576,45.2916909,6.5639828,45.2922139,6.5638907,45.2932813,6.5640752,45.2939013,6.56428,45.2943164,6.5642958,45.2943483,6.5642565,45.2943597,6.5641981,45.2943789,6.5638816,45.2940598,6.5638104,45.2941144,6.5633405,45.2942222,6.563364,45.2932736,6.5635412,45.2923103,6.5635336,45.291764,6.5633674,45.2902305,6.5631755,45.2892206,6.5628528,45.2881802,6.5625154,45.2866921,6.5621538,45.2850361,6.5618091,45.2833618,6.5612788,45.2812603,6.561223,45.281039,6.5612484,45.2803656",way/45038473,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5729917,45.2855396,6.5728205,45.2856945,6.5718724,45.2865388,6.5715327,45.2877929,6.5714882,45.2878729,6.5712137,45.288203,6.5705924,45.2887559,6.5704577,45.2894879,6.5701047,45.289832,6.5699059,45.289908,6.5696518,45.2899267,6.5694821,45.2898776,6.5690798,45.289116,6.56804,45.2884628,6.5677755,45.2881503,6.5676509,45.2881649,6.5648234,45.2912917,6.5639828,45.2922139,6.5639576,45.2916909,6.5656762,45.2897114,6.5672554,45.2881482,6.5675527,45.2879974,6.567685,45.2879725,6.5678256,45.2879665,6.5681813,45.2884356,6.5691013,45.288974,6.5692014,45.2890478,6.5695961,45.2897186,6.5697438,45.2897469,6.5699936,45.2895064,6.570253,45.2888192,6.5703975,45.2886391,6.5709722,45.2881899,6.571342,45.287796,6.5713971,45.2876402,6.5715831,45.2868719,6.5716869,45.2864618,6.5717711,45.2863394,6.5727615,45.2855254,6.5732792,45.2848408,6.5735786,45.2839126,6.5733541,45.2833859,6.5732239,45.2830089,6.5732231,45.2828351,6.5732948,45.2825674,6.573167,45.2824993,6.5729687,45.282504,6.573448,45.2821784,6.5735621,45.2824027,6.5735147,45.2825344,6.5734574,45.2828486,6.5734873,45.2830926,6.5738631,45.2838994,6.5739279,45.2839841,6.5737948,45.2841593,6.5737076,45.2842944,6.5735533,45.2848246,6.5733583,45.2851022,6.5731449,45.2853685,6.5729917,45.2855396",way/45038474,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
