latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,LineString,"6.5945526,45.2911316,6.5945881,45.2911233,6.5947931,45.291075,6.5945601,45.2909634,6.5943567,45.2909248,6.5938397,45.2909478,6.593785,45.2910452,6.5934719,45.2912864,6.5934753,45.2912989,6.5935161,45.2914536,6.5934428,45.2917171,6.5931251,45.2919234,6.5929307,45.2919597,6.5926967,45.291679,6.5924864,45.2915229,6.5921361,45.2914038,6.5918325,45.2913381,6.5917406,45.2913157,6.5916361,45.2912422,6.5916422,45.2911124,6.5916668,45.2908527,6.5915807,45.2906364,6.5915561,45.2904287,6.5914788,45.2902866,6.5903703,45.2895708,6.5895177,45.2889651,6.589275,45.2887658,6.5890538,45.2883985,6.5888929,45.2880104,6.5886909,45.2875722,6.5884974,45.2873761,6.5881393,45.2872349,6.5878562,45.2870868,6.5876888,45.2869553,6.5876076,45.2867166,6.5875616,45.2861565,6.5874275,45.2859141,6.5872584,45.2857523,6.5870104,45.2856155,6.5865998,45.2853745,6.586447,45.2851295,6.5864006,45.2847984,6.5864452,45.2844567,6.5866342,45.2840295,6.5866452,45.2839444,6.5864255,45.2838472",way/24281315,novice,downhill,,,,,2 Combes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5897251,45.3413244,6.5897559,45.3417762,6.5897624,45.3419868,6.589853,45.3424708",way/24281316,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5859595,45.3105485,6.5858519,45.3104773,6.5856648,45.3104962,6.5850974,45.3105469,6.5846803,45.3105718,6.5842686,45.3105197,6.5838337,45.3103994,6.5834437,45.3102915,6.5828033,45.3100171,6.5824063,45.3096939,6.5822156,45.3095886,6.5820265,45.3095046,6.581812,45.3094793,6.5804797,45.3095384,6.5801513,45.3094885,6.5798572,45.3093626,6.5797056,45.3092058,6.5796796,45.3091618,6.5795605,45.3089601,6.5795693,45.3087409,6.5799208,45.3080406,6.5799856,45.3078268,6.5798721,45.3076383,6.5796158,45.307414,6.5787755,45.3068804,6.5779138,45.3064692,6.576999,45.3061522,6.5765332,45.3060348,6.5755167,45.3058314,6.5744162,45.3055646,6.5740386,45.305476,6.5736459,45.3053559,6.5731738,45.3051218,6.5726158,45.3048567,6.5720489,45.3046059,6.5716304,45.3043768,6.5708965,45.3041111,6.5702147,45.30384,6.5701016,45.3037726,6.5700131,45.3036803,6.5699568,45.3035842,6.5699344,45.3034683",way/24281317,easy,downhill,,,,,Pluviomètre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6152823,45.3821248,6.6149969,45.3819666,6.6147376,45.3818478,6.6143038,45.3816945,6.6142627,45.3816588,6.6140983,45.3816101,6.6137015,45.3815304,6.6133103,45.3814773,6.6130009,45.3814574,6.6126174,45.3814182,6.6123452,45.3813793,6.6120996,45.3813101,6.6117603,45.3811115,6.6114344,45.3809419,6.6107694,45.3804281",way/24281319,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6452295,45.3714151,6.6448361,45.3713676,6.6446008,45.3714003,6.6443744,45.371489,6.6441133,45.3715437,6.6436551,45.3715348,6.6432438,45.3714051,6.6429721,45.3711083,6.6426364,45.3709512,6.6419841,45.3707091,6.6412982,45.3706418,6.6409366,45.3708394,6.640774,45.371303,6.6406775,45.3716838,6.6407528,45.3720536,6.6407654,45.3723413,6.6411777,45.3726534,6.6413416,45.3729469,6.6413429,45.3731122,6.641084,45.3732561,6.6401678,45.3733848,6.6391426,45.3733824,6.6386007,45.3733319,6.6381308,45.3733688,6.6370445,45.3738935,6.6362832,45.3746406,6.6361117,45.3750736,6.6358835,45.3756892,6.6355236,45.3765886,6.63507,45.3772511,6.6332188,45.3782213,6.6330208,45.3786409",way/24281326,intermediate,downhill,,,,,Jean Pachod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6098341,45.3792706,6.6101159,45.3790154,6.6104954,45.3788419,6.6118404,45.3788978,6.612868,45.3789035,6.6136703,45.378724,6.6141852,45.3785295,6.615294,45.3779315,6.6160057,45.377661,6.6170379,45.3774631,6.6221443,45.3766746,6.6223637,45.3762971,6.622599,45.3759931,6.6231959,45.3755005,6.6241294,45.3750055,6.6245933,45.3746809,6.6252907,45.3745579,6.6261305,45.3745255,6.627073,45.374591,6.6280148,45.3747345,6.6292396,45.3749561,6.6295173,45.3751584,6.6296993,45.3753763,6.6300312,45.3758486,6.630504,45.376783,6.6309643,45.3773322,6.6319098,45.3778845,6.6323134,45.3780539,6.6327813,45.3781544,6.6329342,45.3783875,6.6330208,45.3786409,6.6330929,45.3788732,6.6333347,45.3792943,6.6336122,45.3801454,6.6343116,45.3813115,6.6349804,45.3823831,6.6353411,45.3829643,6.6361887,45.3834921,6.6372371,45.3840798,6.637615,45.384355,6.6380037,45.3846395,6.6383423,45.3850719,6.6386667,45.3854623,6.6389206,45.3857909,6.639294,45.3862148,6.6395108,45.386744,6.6401561,45.3880068,6.6404314,45.3885648,6.6406215,45.3890721,6.6409333,45.3897601,6.6411747,45.3902452,6.6414023,45.3906836,6.6414968,45.3908309,6.6415664,45.390923,6.6418003,45.3911374,6.6425863,45.3918502,6.6428939,45.3921549,6.642888,45.3923415",way/24281332,easy,downhill,,,,,Creux,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5804561,45.3725872,6.5805799,45.3728262",way/24803948,novice,downhill,,,,,Truite,,,,,,,,,t 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5634756,45.3771527,6.5633383,45.3772548,6.5631381,45.3776125,6.5631829,45.3778069,6.5633774,45.3780591,6.5635339,45.3783677,6.5636956,45.3783785,6.5639477,45.3780967,6.564127,45.3778665,6.5643085,45.3777277,6.5646678,45.3776084,6.5650513,45.3775678,6.5655233,45.3775517,6.5660194,45.3775209,6.5663401,45.3774065,6.5665481,45.3772313,6.5665802,45.3770837,6.5665724,45.377,6.5663867,45.3766274,6.5663461,45.3765728,6.5662982,45.3764788,6.5661963,45.3762823,6.5661209,45.3759991,6.5661305,45.375841,6.5662,45.3757252,6.5663318,45.3755749,6.5664317,45.3754609,6.5670925,45.374717,6.5674175,45.3743069,6.5679383,45.3740422,6.5686436,45.3736675,6.5689952,45.3736128,6.5705747,45.3735168,6.5721626,45.373366,6.5726944,45.3731353,6.5730209,45.3730043",way/24803958,novice,downhill,,,,,Perdrix,,,survey,,,,,,t 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5520708,45.3126153,6.5516033,45.3127624,6.5514042,45.312919,6.5510901,45.3133204,6.5504753,45.314169,6.5499165,45.3146282,6.5498357,45.3148316,6.5498641,45.3150395,6.5498214,45.3151928,6.5497114,45.3153528,6.5494528,45.3155967,6.5493883,45.3155947,6.5492985,45.3155267,6.5492198,45.3154583,6.5490923,45.3153453,6.5490482,45.3152354,6.5490933,45.314955,6.5490445,45.3148975,6.5489955,45.3148774,6.5484658,45.3150339,6.5483273,45.3151948,6.5480838,45.3156315,6.5479611,45.3157979",way/24815448,easy,downhill,,,,,Boulevard du France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5195407,45.3109821,6.5186932,45.3107032,6.5184568,45.3107297,6.5183115,45.3109226,6.5180872,45.3113379,6.5179383,45.311855,6.5179555,45.3120796,6.518073,45.3125753,6.5180158,45.3127112,6.5177122,45.312931,6.5169988,45.3132067,6.5167735,45.3133119,6.5166013,45.3134785,6.5165406,45.3137674,6.5167003,45.3142851",way/24815736,intermediate,downhill,,,,,Longet,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.581246,45.3140843,6.581164,45.3138793,6.5809624,45.3137768,6.5803632,45.3138068,6.5797614,45.3138786,6.5788949,45.3140294",way/24815738,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6145048,45.2915955,6.6146496,45.2915445,6.6147331,45.2914802,6.614767,45.2913748,6.6147171,45.2912569,6.6146377,45.291162,6.6143782,45.2910088,6.6141925,45.2908699,6.6140296,45.2907001,6.613911,45.2905687,6.6138742,45.2904049,6.6137901,45.2902284,6.6136789,45.2900562,6.6135012,45.2898598,6.6134182,45.2896684,6.6133611,45.2894764,6.6133756,45.2892646,6.6133874,45.2889465,6.6132735,45.2887489,6.6131332,45.2886141,6.6128752,45.2884591,6.6125544,45.2883753,6.6121982,45.2883039,6.6117056,45.2883064,6.6109113,45.2883058,6.6101756,45.2883877,6.609765,45.2884313,6.6095797,45.288421,6.6091059,45.2882544,6.6089259,45.2881808,6.6083752,45.2879798,6.6079443,45.2879008,6.6076075,45.2879019,6.6074063,45.2879011,6.6072636,45.2878936,6.6071021,45.2878445,6.6067802,45.2877253,6.606204,45.2873533,6.6060009,45.2872364,6.6056688,45.2870762,6.605271,45.2869887,6.6048019,45.2869315,6.6038219,45.286933,6.6031298,45.2869003,6.6026583,45.2868451,6.602282,45.2867891,6.6018455,45.2867998,6.6014385,45.2868869,6.6011634,45.2869782,6.6007127,45.2872049,6.6002236,45.287396,6.5997716,45.2874662,6.5992957,45.2876626,6.5988098,45.287927,6.5983763,45.2882428,6.5977746,45.2884174,6.5974737,45.2884385,6.5971767,45.2883941,6.5967692,45.2883112,6.5964094,45.288233,6.5961303,45.2881917,6.5958136,45.2881901,6.59547,45.2883038,6.5950827,45.288503,6.5947971,45.2885471,6.5946227,45.2885216,6.5943203,45.2884238,6.5940908,45.2884014,6.593842,45.2884173,6.5935567,45.2885106,6.5932314,45.2884652,6.5930682,45.2883241,6.5927028,45.2880522,6.5922422,45.2878229,6.5916908,45.2874319,6.5914643,45.2871879,6.5912381,45.2872056,6.5911232,45.2873106,6.5910454,45.2874558,6.5911587,45.288403,6.591187,45.2887944,6.5911245,45.2891759,6.5909432,45.2894472,6.5906855,45.2895633,6.5903703,45.2895708",way/24815742,easy,downhill,,,,,Tête Ronde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5804175,45.2662766,6.5805029,45.2663088,6.5805158,45.2663136,6.5806174,45.2663145,6.5807117,45.2663154,6.5808494,45.2663107,6.5812002,45.2663973,6.5817216,45.2666988,6.5820165,45.266856,6.582614,45.2671368,6.5828611,45.2674329,6.5830489,45.2679861,6.5832046,45.2681351,6.5834089,45.2682598,6.5835766,45.2683148,6.5837839,45.2683321,6.584661,45.2682135,6.5854363,45.268142,6.585509,45.2681457,6.5858274,45.2682133,6.5864285,45.2683973,6.5867441,45.2683933,6.5870467,45.2683618,6.5878206,45.2683455,6.5886079,45.2682633,6.5893443,45.2681632,6.5895817,45.2681787,6.5898312,45.268236,6.589962,45.2684003,6.5899809,45.268561,6.5897449,45.2691137,6.5892494,45.270353,6.5886073,45.2715265,6.5874677,45.2724697",way/24877497,easy,downhill,,,,,Niverolles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5820165,45.266856,6.5820354,45.2669998,6.5818345,45.267119,6.5814968,45.2671914,6.5809306,45.267296,6.5802175,45.2674284,6.5796453,45.26764,6.5793711,45.2679229,6.5792372,45.2683191,6.5791032,45.2686298,6.5787127,45.2689883,6.5785201,45.269425,6.5784124,45.2698298,6.5784395,45.2702321,6.5785265,45.2710492",way/24877499,intermediate,downhill,,,,,Variante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.519956,45.3110888,6.5198212,45.3109826,6.519838,45.3108493",way/24877506,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.591343,45.2717954,6.5913343,45.2717803,6.5913237,45.2717731,6.5912884,45.2717573,6.5911118,45.2716364,6.5908451,45.2716455,6.5906722,45.2716514,6.5904753,45.2716693,6.5894779,45.2721019,6.589107,45.2721905,6.5874677,45.2724697,6.5865041,45.2727592,6.5856773,45.2730007,6.5850441,45.2732592,6.584703,45.2734991,6.5842494,45.2740114,6.5835595,45.2746741,6.5832329,45.2748253,6.5824083,45.2750188,6.5800125,45.2761748,6.5806326,45.276576,6.5810837,45.2770553,6.5813658,45.2774082,6.5815549,45.27774,6.5817087,45.278295,6.5815905,45.2789229,6.5814658,45.2791994,6.581148,45.2796564,6.5809755,45.2799298,6.5808839,45.280307,6.5808454,45.2806372,6.5808926,45.2809875,6.5811429,45.2819121,6.5814945,45.2827573,6.5822172,45.2843601,6.582238,45.2844062,6.5824985,45.2848893",way/24877509,easy,downhill,,,,,Fond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5286071,45.3731997,6.5288174,45.3731417,6.5290061,45.3731344,6.529123,45.3728463,6.5290945,45.3728176,6.5272821,45.3728961,6.526326,45.3727683,6.5258255,45.3727037,6.525314,45.3726936,6.5249137,45.3728329,6.524601,45.3730182,6.5242693,45.3732492,6.5237229,45.3736088,6.5236727,45.3739576,6.5233972,45.374434,6.5230058,45.3749245,6.5228501,45.3751198,6.5225782,45.3752971,6.5223862,45.3753895,6.5221542,45.3754569,6.5218023,45.3755355,6.5214471,45.3756694,6.5212968,45.3758015,6.5212932,45.3760014,6.5214856,45.376314,6.5215826,45.3765222,6.5214391,45.376611,6.5212369,45.376654,6.520957,45.3765808,6.5203507,45.3762662,6.5198371,45.3761489,6.5195469,45.3761413,6.5193239,45.3762614,6.5191912,45.376516,6.5191778,45.3767444,6.5190845,45.3770057,6.5189017,45.3772533,6.5185319,45.3774638,6.5182589,45.3775414,6.5179264,45.3775445,6.5175693,45.3774454,6.5168936,45.3770557,6.5161609,45.3767309,6.5158569,45.3766422,6.5152361,45.3764611,6.5145174,45.3761685,6.5140268,45.3759415,6.5134528,45.3757564,6.5125757,45.3753967,6.5120137,45.3752069,6.5112232,45.3749064,6.5107855,45.3747378,6.5104488,45.3747421,6.5097018,45.3750669,6.5090047,45.3752268,6.5084299,45.3754723,6.50808,45.3756816,6.5079734,45.3757702,6.5078097,45.3759063,6.5075749,45.3761812,6.5074702,45.3764571,6.5070791,45.3767112,6.5068453,45.3767315,6.5064635,45.376856,6.506253,45.376954,6.506089,45.3770056,6.5056874,45.3770898,6.5053135,45.3771338,6.5049999,45.3770946,6.5048072,45.3770705,6.5046228,45.3770257,6.5044416,45.3768425,6.5044199,45.3767754,6.5044269,45.3767463,6.504457,45.3767224,6.5045641,45.3767064",way/24877622,easy,downhill,,,,,Biolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5580152,45.3640203,6.5578181,45.36411,6.5576071,45.3642924,6.5575252,45.3642555,6.557531,45.3640557,6.557466,45.3638784,6.5572106,45.3634384,6.5570161,45.362752,6.5568678,45.3623821,6.5568017,45.3619848,6.5565584,45.3614208,6.5565102,45.3612597,6.5564778,45.3609172,6.556462,45.360706,6.5563958,45.3604993,6.555946,45.359781,6.5557351,45.3594528,6.5555959,45.3589951,6.5556179,45.3585132,6.5556401,45.3584478,6.5557536,45.3581137,6.5558875,45.3577309,6.5559457,45.3573351,6.5559012,45.3570398,6.5557573,45.3567225,6.5554411,45.3562839,6.5550984,45.3558856,6.5545629,45.3553154,6.5541869,45.3548145,6.5537074,45.3543728,6.5535592,45.3542041,6.5535117,45.3540899,6.5536087,45.3537753",way/24877625,easy,downhill,,,,,Gros tougne,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5572024,45.3646512,6.5573656,45.3646091,6.5576071,45.3642924",way/24877767,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5869497,45.3122978,6.5876181,45.3121446,6.5880882,45.3118049,6.5882368,45.3114738,6.5882446,45.3112332,6.5879778,45.3110505,6.5874663,45.3110512,6.5869484,45.3109682,6.5859595,45.3105485,6.5857301,45.3100124,6.5855467,45.3097935,6.5852631,45.309568,6.5849553,45.3094461,6.5845372,45.3094248,6.5843685,45.3093673,6.5842276,45.3092978,6.5841129,45.3091965,6.5840346,45.3090926,6.5840034,45.3089844,6.5839936,45.3088748,6.5840255,45.3087613,6.5840891,45.308654,6.5842058,45.3085639,6.5843515,45.3084971,6.5845715,45.3084432,6.5849202,45.3084467,6.5851631,45.308481,6.585395,45.3084944,6.5859085,45.3084841,6.5864517,45.3084386,6.5868318,45.3083251,6.5870079,45.308146,6.5867323,45.3078792,6.5864368,45.3077044,6.5860087,45.307417,6.586035,45.3072651,6.5864442,45.3070173,6.5864716,45.3069314,6.5862869,45.3067694,6.585819,45.3066074,6.5857226,45.306312,6.5859684,45.3054802",way/24877805,intermediate,downhill,,,,,Chardons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5545806,45.3674645,6.5545681,45.3682391,6.5545234,45.3687459,6.5544345,45.3689031",way/24896388,intermediate,downhill,,,,,Blaireau,,,,,,,,,t 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5539077,45.3795594,6.5540527,45.3798404,6.5541935,45.3798874,6.5543749,45.3799165,6.5549361,45.3798345,6.5552016,45.3797276,6.5555517,45.3795828,6.5560196,45.379382,6.5576165,45.3786844,6.5587524,45.3782187,6.5602617,45.3776662,6.5616296,45.3774382,6.5624899,45.3772606,6.5628721,45.3772292,6.5633383,45.3772548,6.5632756,45.3770875,6.56316,45.3767853,6.5630957,45.3767062",way/24896391,easy,downhill,,,,,Grive,,,,,,,,,t 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6152823,45.3821248,6.6156236,45.3818645,6.615805,45.3817972,6.6160223,45.3817795,6.6163751,45.3817332,6.6169266,45.3816403,6.617298,45.3815622,6.6179395,45.381506,6.6184202,45.3815218,6.6188993,45.3815746,6.6193271,45.3816164,6.6197538,45.3817381,6.6202652,45.3813834,6.6208648,45.3810374,6.621858,45.3806087,6.6225375,45.380362,6.623563,45.3802781,6.6242759,45.380165,6.6250454,45.3801501,6.6254678,45.3802534,6.6255323,45.3803251,6.6258115,45.3806053,6.6259459,45.3807467,6.6261054,45.3809316,6.6266894,45.3809732,6.627541,45.3809579,6.6290893,45.3807628,6.6298814,45.380468,6.6313711,45.3802649,6.6319714,45.3799998,6.632169,45.3796447,6.6324415,45.3793182,6.6328016,45.3791426",way/24897266,intermediate,downhill,,,,,Marmottes,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5712541,45.2954916,6.5704634,45.2957079,6.5704069,45.2957573,6.5701388,45.2957477,6.5700696,45.2957064,6.5701186,45.2954531",way/24897271,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5800125,45.2761748,6.5791204,45.2761061,6.5783736,45.2762181,6.5779814,45.2763054,6.5760556,45.2771003,6.5755806,45.2773149,6.5750976,45.2775996,6.5727531,45.2790591,6.5723144,45.2795644,6.5719602,45.280068,6.572076,45.2802111,6.5726099,45.2804214,6.5727203,45.2802802",way/27587011,easy,downhill,,,,,Plateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5495563,45.2821522,6.549997,45.282136,6.550173,45.282143,6.550314,45.282169,6.5506276,45.2823149,6.551088,45.282529,6.551159,45.282595,6.551164,45.282707,6.551211,45.282783,6.551332,45.282885,6.551553,45.283158,6.551627,45.283215,6.551843,45.283308,6.552309,45.28339,6.552417,45.283427,6.552704,45.283575,6.553109,45.283846,6.553237,45.284002,6.553516,45.284207,6.553607,45.28424,6.553964,45.284263,6.554202,45.284314,6.554401,45.284387,6.554716,45.284457,6.554792,45.2845,6.555,45.284808,6.555173,45.285136,6.555305,45.285513,6.555367,45.285553,6.555509,45.28555,6.555983,45.285425,6.5561467,45.2853362,6.556276,45.285266,6.556374,45.285289,6.55657,45.285475,6.556698,45.285559,6.556949,45.285641,6.557414,45.285858,6.557803,45.286001,6.558079,45.286085,6.558242,45.286166,6.558861,45.286369,6.559215,45.286509,6.559671,45.286722,6.55977,45.286798,6.560048,45.287226,6.56013,45.287585,6.560266,45.287862,6.560492,45.288101,6.560502,45.288162,6.560435,45.288343,6.560429,45.288413,6.56048,45.28866,6.560644,45.288861,6.560886,45.289019,6.560959,45.289109,6.561048,45.289441,6.561141,45.289688,6.561321,45.290046,6.561368,45.290209,6.561471,45.290417,6.561484,45.290632,6.561574,45.290918,6.561558,45.291221,6.561492,45.291598,6.561652,45.292346,6.561676,45.292612,6.561744,45.292704,6.561857,45.292769,6.561911,45.29282,6.561914,45.292855,6.561862,45.292914,6.561747,45.29297,6.56169,45.293031,6.561679,45.2931,6.5616804,45.2932671",way/27587133,intermediate,downhill,,,,,Haute Combe,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5741876,45.2862784,6.5743296,45.2866548,6.5742472,45.2868967,6.5740825,45.2870637,6.5739759,45.2872341,6.5737293,45.2878633,6.5736756,45.2882498,6.573733,45.2886058,6.5739275,45.2890098,6.5742051,45.2893771,6.5750632,45.2902556,6.5760704,45.2910476,6.5764825,45.2912099,6.577121,45.291349,6.5775402,45.2917712,6.5777971,45.2923896,6.5777218,45.2927031,6.5775421,45.2930006,6.5768732,45.2941311,6.5763405,45.2946006,6.5755596,45.2951743,6.5752192,45.2952119,6.5747554,45.2953729,6.5743254,45.295611,6.5738126,45.2959106",way/27587219,easy,downhill,,,,,Chalets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5858274,45.2682133,6.5855891,45.2689432,6.585389,45.2695173,6.5852925,45.2698248,6.5853486,45.2699745,6.5854137,45.2703656,6.5854141,45.2706183,6.5853858,45.2708626,6.5853184,45.2711111,6.5852239,45.2713501,6.5849101,45.2717398,6.5847037,45.2718686,6.5844455,45.272058,6.5834148,45.2726642,6.5824955,45.2732753,6.5822487,45.2734766,6.5822563,45.2734763",way/27588505,intermediate,downhill,,,,,Médaille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5699344,45.3034683,6.5695591,45.3036365,6.568044,45.3043158,6.5672816,45.3047904,6.5669496,45.3048797,6.5658495,45.3049995,6.5654861,45.3050766,6.5654647,45.3050904,6.5649457,45.3054252,6.5643184,45.3057086",way/27588562,easy,downhill,,,,,Boulevard des Echauds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.588715,45.3055928,6.5888753,45.3057044,6.5888418,45.3058296,6.5887474,45.3058983,6.5885462,45.3059317,6.5882824,45.3059272,6.5879818,45.305852,6.58741,45.305576,6.5872089,45.3052938,6.5871155,45.3050226,6.5871665,45.3045996,6.5870999,45.304229,6.5868252,45.3039865,6.5861207,45.3037691,6.5848776,45.3035391,6.5841108,45.3033079,6.5834425,45.3029293,6.5830194,45.3025471,6.5827105,45.3021375,6.5824045,45.3014862,6.5822161,45.3010241,6.5821467,45.3006405,6.5822266,45.3004857,6.5824772,45.3002682,6.5827706,45.3001494,6.5830829,45.3000551,6.5835309,45.2999484,6.5836433,45.2998911,6.5837362,45.2998361,6.5837649,45.2997619,6.5837589,45.2996957,6.5837002,45.2996391,6.5835032,45.2995807",way/28243007,easy,downhill,,,,,Plein Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5828622,45.2988111,6.5828493,45.2987581,6.5827994,45.2985543",way/28243012,easy,downhill,,,,,,ski,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5827994,45.2985543,6.5826396,45.2981489,6.5824667,45.2979872,6.5823274,45.2977694,6.5821863,45.2975568,6.5821482,45.2974995,6.5820878,45.2973605,6.5820111,45.2971838,6.5819077,45.296639,6.5818885,45.2965078",way/28243013,easy,downhill,,,,,,ski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5825537,45.2990981,6.582761,45.2990259,6.5828289,45.2989973,6.5828663,45.2989337,6.5828622,45.2988111",way/28243020,easy,downhill,,,,,,ski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.583077,45.299418,6.5828011,45.2993571,6.5825932,45.2993576,6.5823688,45.2993761",way/28243025,easy,downhill,,,,,Plein Sud,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5827105,45.3021375,6.5821763,45.3018577,6.5813225,45.3014232,6.5810258,45.3012742,6.5809723,45.3011875,6.5809747,45.3011249,6.5810137,45.3010612,6.5813467,45.300861,6.5819125,45.3004689,6.5822228,45.3003304,6.5824772,45.3002682",way/28243033,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5779598,45.4050813,6.5780184,45.4050339,6.578064,45.4050117,6.5782081,45.4050315,6.5784263,45.4051605",way/29409400,easy,downhill,,,,,Lapin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5865964,45.2506857,6.5854834,45.2511597,6.5852614,45.2512038,6.584908,45.251005",way/29419036,easy,downhill,,,,,Peyron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6061673,45.2728223,6.6062594,45.2727432,6.6062235,45.2726815,6.606112,45.272638,6.6059419,45.2726319,6.6054568,45.2726549,6.6051861,45.2726868,6.6049327,45.2727529,6.6043183,45.2730241,6.6034017,45.2734572,6.6022435,45.2739386,6.6012012,45.2743493,6.6000417,45.2747214,6.5984837,45.2752347,6.597525,45.2754341,6.5968566,45.2757554,6.5964212,45.2760587,6.5960293,45.2763234,6.5954409,45.2768591,6.5948666,45.277321,6.5942166,45.2776686,6.5930803,45.2783881,6.5921299,45.2788595,6.5919141,45.2790379,6.5917975,45.2792126,6.5915218,45.2796039,6.5913462,45.2800326,6.5910876,45.2802629,6.5907497,45.280456,6.5904107,45.2806222,6.5900635,45.2807731,6.5892682,45.2810834,6.5883668,45.2814809,6.5873953,45.2819782,6.5865861,45.2825105,6.5854752,45.2832088,6.5849723,45.2834904,6.5848429,45.2835468,6.5843657,45.283723,6.5835985,45.2841708,6.5832203,45.2844146,6.5830797,45.284455,6.5828672,45.2845285,6.5829133,45.2847562,6.5830042,45.284996,6.583091,45.2852791",way/29419038,easy,downhill,,,,,Génépi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
