latitude,longitude,altitude,geometry,coordinates,@id,aerialway,building,network,operator,public_transport,source,wall,layer,aerialway:access,ele,name,aerialway:summer:access,internet_access,ele:local,area,aerialway:bubble,aerialway:capacity,aerialway:duration,aerialway:length,aerialway:occupancy,ref,oneway,aerialway:heating,comment,aerialway:chair_lift:occupancy,aerialway:gondola:occupancy,alt_name,covered,opening_hours,note,charge,playground,website,access,construction,maxspeed,proposed:aerialway,start_date
,,,LineString,"6.5342179,45.3262064,6.5347813,45.3255689",way/107706618,rope_tow,,,,,,,,,,Fil Neige,,,,,,1400,00:50,60,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5818017,45.3361082,6.5816983,45.3352907,6.581632,45.3346641,6.5815723,45.3341508,6.5814813,45.3332721,6.581329,45.3319106,6.5812064,45.3309212,6.5811855,45.330715,6.581135,45.3300796,6.5809736,45.3287326,6.5809059,45.3281493,6.5808648,45.3276034,6.5807408,45.3265292,6.5806817,45.3260612,6.5806519,45.3255433,6.5805512,45.3247582,6.5803168,45.3226456,6.5802284,45.321859,6.5799832,45.3197596,6.5799805,45.3196373,6.579989,45.3192768",way/141917124,chair_lift,,,,,gps + survey,,,,,Côte Brune,,,,,no,2400,06:33,1967,4,M 74,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5918145,45.2722456,6.5929736,45.2701281,6.5940813,45.2681044,6.5952763,45.2659211",way/142814385,cable_car,,,,,,,,,,Thorens,,,,,,1710,01:48,871,40,,,,"Group cable car, 2 cabins per group, 40 persons per cabin",,,,,,,,,,,,,,
,,,LineString,"6.5880518,45.3892763,6.5884081,45.3891807,6.5885144,45.3891521,6.5892509,45.3889545,6.5908491,45.3885256,6.5948318,45.3874567,6.5948535,45.3874509,6.597237,45.3868112,6.5991564,45.3862961,6.6018443,45.3855747,6.6037751,45.3850565,6.6061078,45.3844304,6.6080576,45.3839071,6.6096974,45.383467,6.6098638,45.3834223,6.6101322,45.3833503",way/143740341,gondola,,,,,,,,,,Saulire Express 2,,,,,,2800,05:24,1948,8,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6005083,45.255329,6.594326,45.2659185",way/266824429,zip_line,,,,,,,,,,Tyrolienne,,,,,,,,,,,,,,,,,,,,55 euro,zipwire,https://www.valthorens.com/en/activities-and-entertainment/winter-activities/the-tyrolienne.644.html,,,,,
,,,LineString,"6.5745872,45.3952806,6.575088,45.3942089",way/267582585,platter,,,,,,,,,,Piou Piou,,,,,,600,00:40,40,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5727693,45.2803157,6.5797306,45.2764093",way/321230486,platter,,,,,,,,,,Plateau 1,,,,,,900,03:25,716,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5806646,45.3710822,6.5806369,45.370797,6.5805798,45.3702791,6.5804438,45.3690453,6.5803684,45.3683609,6.5802554,45.3673357,6.5801001,45.3659262,6.5798829,45.3639557,6.5795947,45.3619046,6.5792915,45.3593113,6.579096,45.357639,6.5789175,45.3561122,6.5788213,45.355289,6.5787003,45.3542533,6.578406,45.3517361,6.5781299,45.3493739,6.5778958,45.3473702,6.5776803,45.3455265,6.5774844,45.3438506,6.5774816,45.3435459",way/326284667,gondola,,,,,GPS,,,,,Plattieres,,,,,no,2800,10,,10,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5801287,45.3724193,6.5798924,45.3722836,6.5795074,45.3720793,6.5787348,45.3716717,6.5778936,45.3711941,6.5768252,45.3705875,6.5759261,45.370077,6.5743811,45.3691998,6.573348,45.3686132,6.5732536,45.3685596,6.5730539,45.3684462,6.572637,45.368212,6.5723393,45.3680448,6.5713472,45.3674875,6.5704825,45.3670018,6.5702484,45.3668703,6.5701589,45.36682,6.5689312,45.3661304,6.568057,45.3656342,6.5679912,45.3655968,6.5678031,45.3654812",way/328867567,chair_lift,,,,,survey,,,,,Combes,,,,,no,3000,,,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5258435,45.3394355,6.5261965,45.3392041,6.52681,45.3388019,6.5272746,45.3384973,6.5277711,45.3381719,6.5282449,45.3378612,6.5293199,45.3371565,6.5306365,45.3362934,6.5315558,45.3356907,6.5327856,45.3348844,6.5341164,45.334012,6.5350769,45.3333823,6.5357082,45.3329683,6.5371639,45.3320139,6.5380483,45.3314341,6.5400698,45.3301087,6.5420144,45.3288337",way/368612819,chair_lift,,,,,,,,,,Bettex,,,,,no,,,,4,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5762763,45.3714646,6.5756824,45.3716676,6.5746174,45.3720316,6.5735525,45.3723956",way/397352041,platter,,,,,,,,,,Arolles,,,,,,730,02:16,272,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.586268,45.2943202,6.5904925,45.2945272",way/473347179,platter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,
,,,LineString,"6.5824509,45.294281,6.5831431,45.2943516,6.5838456,45.294424,6.5846598,45.2945079,6.5855968,45.2946045,6.5874585,45.2947694,6.5891026,45.2949296,6.5911419,45.2951245,6.5928294,45.295293,6.5943525,45.2954549,6.5962517,45.2956566,6.597788,45.2958104,6.599786,45.2960104,6.6011202,45.2961439,6.6019086,45.2962228,6.6020953,45.2962415,6.6033487,45.296367,6.6045241,45.2964846,6.6057024,45.2966026,6.6066369,45.2966961",way/473347182,chair_lift,,,,,,,,,,Lac Blanc,,,,,no,,,,6,,,no,,,,Stade,,,,,,,,,,,
,,,LineString,"6.5538566,45.3840762,6.5536887,45.3835003,6.5534073,45.3825697,6.5531513,45.3817233,6.5527811,45.3804992,6.5525885,45.3798622,6.5522141,45.3786241,6.5519882,45.377877,6.5517947,45.3772371,6.5515996,45.3765919,6.551371,45.3758359,6.5510426,45.3747501,6.5509543,45.3744581,6.5507409,45.3737522",way/614806445,chair_lift,,,,,,,,,,Cherferie,,,,,no,2800,4,,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5775739,45.3714878,6.5768735,45.3708252",way/614815758,magic_carpet,,,,,,,,,,Table verte,,,,,,,,,,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5701186,45.2954531,6.5701982,45.2952568,6.5704437,45.2946509,6.5709852,45.293315,6.5714288,45.2922204,6.5716959,45.2915613,6.5718361,45.2912155,6.572273,45.2901375,6.5724487,45.289704,6.5726346,45.2892452,6.5730184,45.2882983,6.573724,45.2865571,6.5738534,45.2862378",way/661002647,chair_lift,,,,,,,,,,Deux Lacs,,,,,,,,,4,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5736973,45.2823453,6.5751039,45.2859969,6.5762059,45.2905533,6.582766,45.2970104",way/671153159,zip_line,,,,,,,,,,Bee Flying,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5758899,45.2954658,6.5764712,45.2954185,6.5776127,45.295309,6.5805803,45.2950244,6.5839425,45.2947019,6.5883517,45.2942475,6.5927141,45.2938409,6.5952208,45.2935949,6.5969137,45.2934287,6.6011653,45.2930113,6.6102419,45.2920753,6.6132489,45.2917652,6.6143849,45.2916481",way/673676786,gondola,,,,,,,,,,Péclet,,,,,,2845,07:55,3140,33,B 98,,,,,,,,,,,,,,,,,
,,,LineString,"6.5381315,45.310366,6.5393992,45.3130217",way/753521964,zip_line,,,,,,,,,,Tyrolienne,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5398668,45.3129588,6.5383056,45.3105772",way/753521965,zip_line,,,,,,,,,,Tyrolienne,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.541655,45.3139824,6.5417754,45.3145772",way/763936849,magic_carpet,,,,,,,,,,Tapis des Bruyères,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5445062,45.3148395,6.5447511,45.3144203",way/763936932,magic_carpet,,,,,,,,,,Tapis Reberty,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5393962,45.3240934,6.540335,45.323557",way/763937301,magic_carpet,,,,,,,,,,Tapis du Pelvoux,,,,,,,,,,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5598686,45.2629081,6.5600071,45.2626693,6.560032,45.2626264,6.5600559,45.2625852,6.5622485,45.2588039,6.5632994,45.2569915,6.5636955,45.2563083,6.5642968,45.2552712,6.5651988,45.2537154,6.5663151,45.2517901,6.5669549,45.2506866,6.5677449,45.2493239,6.5683783,45.2482312,6.5684803,45.2480553,6.5691493,45.2469014,6.5693391,45.2465739",way/764630868,gondola,,,,,,,1,,,Orelle-Caron,,,,,,2500,,,10,,no,,,,,,,,,,,,,gondola,25,,
,,,LineString,"6.5693205,45.2465309,6.5689266,45.2459085,6.5685691,45.2453074,6.5681862,45.2446623,6.5658701,45.2407809,6.5651559,45.2395752,6.5647149,45.238825,6.5638607,45.2374014,6.5629736,45.2359069,6.561941,45.2341814,6.561775,45.2339065,6.5610092,45.2324739,6.559906,45.2307438,6.5584141,45.2282541,6.5582511,45.2279538,6.5577312,45.2270835,6.5568254,45.2255684,6.556302,45.2247152,6.5554201,45.2230487,6.5542533,45.2211072,6.5530645,45.2191291,6.5518393,45.2170903,6.5505681,45.2149749,6.549988,45.2140096,6.5495574,45.213293,6.54916,45.2126316,6.5487426,45.211937,6.5478466,45.2104459,6.5471312,45.2092552,6.5468706,45.2088215,6.5464915,45.2081906,6.5461387,45.2076034",way/775134353,gondola,,,,,,,1,,,Orelle,,,,,,,,,10,,no,,,,,,,,,,,,,gondola,,,
,,,LineString,"6.5353853,45.3184002,6.5100288,45.2966654",way/844436979,gondola,,,,,,,,,,Pointe de la Masse,,,,,yes,2800,8,,14,,no,no,,,,,,,,,,,,,,gondola,2021
,,,LineString,"6.5670259,45.3927824,6.566267,45.392623",way/1028640559,magic_carpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5846083,45.3965207,6.5851126,45.3966563",way/1030749604,drag_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
